"Smarter Balanced Assessments, Trend",,,,,,,,,,,,,,
New Canaan School District,0900011,ELA,2016,83.3,2015,87.9,1947,88.3,1967,89.6,1908,84.1,1927,83.3
New Canaan School District,0900011,Math,2017,79.1,2012,85.1,1945,87.8,1966,88.3,1908,82,1925,82.9
New Fairfield School District,0910011,ELA,985,72.1,970,71.8,930,76.9,959,73.4,949,67.1,938,64.9
New Fairfield School District,0910011,Math,971,61.5,965,64.1,925,69.4,956,67.3,948,63.5,935,67.2
New Hartford School District,0920011,ELA,283,69.6,271,61.6,250,65.6,258,64,252,55.6,244,57.8
New Hartford School District,0920011,Math,283,52.7,271,50.2,248,56.5,258,56.6,250,49.2,243,49.8
New Haven School District,0930011,ELA,8960,32.1,9245,31.4,9232,33.5,9116,34.4,8248,23.6,8023,22.1
New Haven School District,0930011,Math,8943,18.5,9217,20.8,9212,21.3,9086,22.5,8179,11.5,7964,13.5
New London School District,0950011,ELA,1439,28.6,1556,27.4,1612,31.3,1523,31.5,1378,20.8,1322,21
New London School District,0950011,Math,1434,17.8,1552,17.6,1607,21.5,1519,23,1361,11.2,1315,12.3
New Milford School District,0960011,ELA,1868,53.5,1851,50.9,1839,58.2,1744,55.7,1540,44.9,1545,40
New Milford School District,0960011,Math,1835,46.7,1828,47.1,1825,47.1,1733,51.5,1525,34.6,1534,31.7
Newington School District,0940011,ELA,1895,57.7,1901,53.8,1897,59.9,1885,56.3,1705,52.3,1718,51.3
Newington School District,0940011,Math,1892,50.7,1897,49.8,1896,52.2,1880,52.7,1692,42.3,1707,45.2
Newtown School District,0970011,ELA,2065,75.2,1953,70.2,1887,74,1854,74.3,1734,71.7,1756,67.9
Newtown School District,0970011,Math,2062,70.8,1950,68.3,1887,67.4,1854,67.4,1732,64.3,1753,64.9
Norfolk School District,0980011,ELA,57,56.1,52,51.9,56,53.6,53,60.4,45,46.7,35,*
Norfolk School District,0980011,Math,57,54.4,52,38.5,56,53.6,53,56.6,42,*,35,40
North Branford School District,0990011,ELA,842,60.2,813,59.8,821,56.9,800,53,724,61,704,59.9
North Branford School District,0990011,Math,842,46.9,811,49.2,821,48.6,798,51.1,722,52.9,704,57
North Canaan School District,1000011,ELA,155,58.7,170,61.8,162,64.8,146,63.7,157,66.2,145,64.1
North Canaan School District,1000011,Math,155,49,170,47.6,162,46.3,146,47.9,156,48.7,145,55.9
North Haven School District,1010011,ELA,1444,71.1,1409,69.1,1428,71.1,1377,72.9,1391,65.7,1448,63
North Haven School District,1010011,Math,1440,60.1,1403,62.4,1423,63.2,1374,65.1,1388,55.5,1443,58.4
North Stonington School District,1020011,ELA,338,76.9,342,77.2,357,78.2,342,80.1,344,69.8,330,65.2
North Stonington School District,1020011,Math,337,69.1,342,71.3,357,72.3,342,78.4,344,67.2,330,71.5
Norwalk School District,1030011,ELA,5034,47,5125,48.4,5160,48.3,5134,48.2,4865,40.3,4872,38.7
Norwalk School District,1030011,Math,5027,33.9,5115,39.3,5162,41.1,5131,40.6,4842,30,4856,32.4
Norwich School District,1040011,ELA,2165,33.3,2170,33.3,2076,32.7,2131,35.1,2070,25.3,2077,24.9
Norwich School District,1040011,Math,2161,21.1,2164,24.6,2071,24.9,2126,27,2051,16.4,2064,17.8
Odyssey Community School District,2630013,ELA,215,55.8,212,48.6,217,46.5,218,56,204,52,216,47.2
Odyssey Community School District,2630013,Math,215,37.2,212,40.6,217,35,217,46.5,204,40.7,216,48.1
Old Saybrook School District,1060011,ELA,610,69.8,545,69,541,64.5,518,73,473,65.5,456,66.7
Old Saybrook School District,1060011,Math,608,54.4,545,59.4,539,57,517,66,469,58.4,455,55.2
Orange School District,1070011,ELA,720,77.4,665,74,673,75,667,76,677,72.2,711,69.5
Orange School District,1070011,Math,719,69,665,69.5,671,69.7,664,68.5,677,63.8,709,65.9
Oxford School District,1080011,ELA,949,64.1,915,63.2,879,64.8,853,66.9,748,60.6,744,60.8
Oxford School District,1080011,Math,947,53.1,911,53.7,876,56.1,853,57.4,745,48.5,741,49.8
Park City Prep Charter School District,2830013,ELA,346,39.9,342,37.7,346,34.7,350,47.7,336,47.6,373,47.2
Park City Prep Charter School District,2830013,Math,346,22,338,17.8,345,19.7,345,33,329,30.7,365,35.1
Plainfield School District,1090011,ELA,1017,57.2,1009,57.7,974,56.5,963,57.8,886,43.5,851,47.5
Plainfield School District,1090011,Math,1017,42.3,1008,44.3,974,46,965,43.8,885,29.5,849,35.2
Plainville School District,1100011,ELA,1042,58,1051,56,1028,63.7,1030,64.8,1039,54.1,1030,52.5
Plainville School District,1100011,Math,1042,43.1,1049,45.4,1028,54.6,1027,53.4,1038,39.7,1028,46.9
Plymouth School District,1110011,ELA,657,55.1,667,55.5,665,52,646,60.8,585,54,578,45.3
Plymouth School District,1110011,Math,657,45.1,668,50.4,664,53.6,646,53.7,584,44.5,576,41
Pomfret School District,1120011,ELA,275,72,247,64.4,261,67,267,68.2,245,65.7,245,70.2
Pomfret School District,1120011,Math,275,62.2,247,61.9,261,63.2,266,65.8,245,62.4,245,72.2
Portland School District,1130011,ELA,629,75.7,613,72.8,601,69.9,598,64.4,594,59.8,620,61.6
Portland School District,1130011,Math,629,63.1,611,62.7,600,63.3,597,61.5,594,52.4,618,54.5
Preston School District,1140011,ELA,269,66.5,279,65.9,273,60.1,273,63,263,53.2,264,63.3
Preston School District,1140011,Math,268,55.2,280,51.1,273,48.4,273,51.3,263,40.3,265,47.2
Putnam School District,1160011,ELA,522,49,536,51.3,521,53.4,523,52,506,38.1,506,33.6
Putnam School District,1160011,Math,520,36.3,525,37.9,520,39.2,520,39.8,499,31.9,505,29.1
Redding School District,1170011,ELA,654,79.2,627,76.2,594,79,531,79.1,503,73.8,528,72.3
Redding School District,1170011,Math,654,74,627,75.4,592,77.9,531,77.8,498,71.5,527,71.3
Regional School District 01,2010012,ELA,*,*,*,*,*,*,6,*,*,*,*,*
Regional School District 01,2010012,Math,*,*,*,*,*,*,*,*,*,*,*,*
Regional School District 04,2040012,ELA,308,67.5,329,70.5,318,77,280,68.2,239,59.4,227,58.6
Regional School District 04,2040012,Math,308,54.2,324,59,317,62.5,280,56.1,238,42,229,48.5
Regional School District 05,2050012,ELA,738,78.3,759,78.5,708,84.5,659,83.3,706,73.7,705,76.5
Regional School District 05,2050012,Math,738,68,759,70.9,706,75.5,659,79.7,701,62.8,700,69.1
Regional School District 06,2060012,ELA,313,69,290,67.9,291,78,291,77.7,308,75.3,303,71.6
Regional School District 06,2060012,Math,313,50.2,288,55.2,289,67.5,291,66.7,306,66.3,301,71.8
Regional School District 07,2070012,ELA,312,70.2,336,69.3,303,68.3,279,72,234,61.5,255,67.5
Regional School District 07,2070012,Math,312,66.7,336,55.7,301,50.5,278,46.8,231,48.9,256,62.1
Regional School District 08,2080012,ELA,558,71.1,506,67.2,464,73.7,484,66.1,376,62.8,366,55.5
Regional School District 08,2080012,Math,558,58.8,505,65,463,62.2,484,56.8,375,50.1,366,51.9
Regional School District 10,2100012,ELA,1118,69.9,1127,71,1079,74.3,1012,72.3,995,61.6,962,64.1
Regional School District 10,2100012,Math,1117,58.8,1124,67,1079,65.3,1011,69.6,993,52.6,961,59
Regional School District 11,2110012,ELA,90,67.8,96,61.5,89,60.7,87,65.5,79,58.2,98,59.2
Regional School District 11,2110012,Math,89,37.1,96,29.2,90,34.4,87,37.9,79,44.3,97,41.2
Regional School District 12,2120012,ELA,310,76.5,288,77.8,278,74.8,270,77.8,272,80.9,282,75.9
Regional School District 12,2120012,Math,309,68.3,286,70.6,276,70.7,269,77.7,272,70.2,281,61.6
Regional School District 13,2130012,ELA,818,66.7,800,66,767,69.8,704,70.5,598,60.9,623,61.5
Regional School District 13,2130012,Math,817,52.3,800,57.4,765,59.5,704,64.5,596,45.8,618,53.4
Regional School District 14,2140012,ELA,660,63,699,60.7,665,64.8,649,62.1,588,60,595,59.7
Regional School District 14,2140012,Math,659,46.3,699,41.1,665,46.3,649,51.3,585,55.2,593,55.6
Regional School District 15,2150012,ELA,1796,77.5,1711,76.3,1642,72.1,1578,75,1575,58.2,1596,59.3
Regional School District 15,2150012,Math,1793,65,1709,69,1642,65.8,1577,70.8,1559,58,1592,60.6
Regional School District 16,2160012,ELA,1000,64.5,985,65.5,997,73.5,966,70,887,65.3,874,63.4
Regional School District 16,2160012,Math,995,53.8,979,58,998,60.8,967,62.3,886,57.2,873,61.4
Regional School District 17,2170012,ELA,1055,73.4,1026,73.6,959,73.8,916,71.9,774,70.9,798,73.1
Regional School District 17,2170012,Math,1050,60.7,1022,63.4,956,64.9,914,62,774,58.8,796,61.7
Regional School District 18,2180012,ELA,600,80.5,555,79.8,548,80.8,523,79.5,515,76.3,527,70.8
Regional School District 18,2180012,Math,600,75.3,553,78.1,546,78.4,522,79.1,513,70.4,527,73.2
Ridgefield School District,1180011,ELA,2323,82.4,2270,79.6,2193,81.1,2164,83.9,1966,78.7,2018,79.3
Ridgefield School District,1180011,Math,2318,70.5,2263,69.8,2190,72.3,2156,77.6,1934,71.9,2003,75.7
Rocky Hill School District,1190011,ELA,1134,67.7,1170,70.5,1209,77.5,1273,76.4,1175,72.6,1164,68
Rocky Hill School District,1190011,Math,1133,56.8,1170,60.9,1206,67.8,1272,69,1176,64.5,1162,66.4
Salem School District,1210011,ELA,246,82.1,262,80.5,254,78,277,77.6,248,71.4,263,59.3
Salem School District,1210011,Math,246,70.3,262,69.8,254,63.8,276,71.4,249,63.9,263,53.2
Salisbury School District,1220011,ELA,160,81.3,169,70.4,182,76.9,180,79.4,181,76.2,185,64.9
Salisbury School District,1220011,Math,160,71.3,169,65.7,182,67.6,180,61.7,181,63.5,185,61.6
Scotland School District,1230011,ELA,55,65.5,58,70.7,55,67.3,46,65.2,49,55.1,43,*
Scotland School District,1230011,Math,55,40,58,53.4,56,46.4,46,*,49,40.8,43,*
Seymour School District,1240011,ELA,1056,55.4,1057,55.8,1028,53.1,1002,54.3,959,47.4,946,52.1
Seymour School District,1240011,Math,1055,48.4,1054,46,1027,49,1002,49.3,959,42.9,945,48
Sharon School District,1250011,ELA,102,50,101,52.5,94,48.9,79,63.3,63,55.6,63,63.5
Sharon School District,1250011,Math,102,39.2,100,37,92,42.4,79,54.4,63,39.7,63,47.6
Shelton School District,1260011,ELA,2290,70.8,2163,69.5,2172,72.1,2184,70.8,2123,59.6,2123,54.9
Shelton School District,1260011,Math,2286,56.6,2161,57.9,2171,63.3,2182,62,2118,52.7,2117,54.8
Sherman School District,1270011,ELA,174,69.5,184,71.2,190,65.3,182,62.6,178,69.7,156,73.7
Sherman School District,1270011,Math,174,63.2,182,61.5,188,56.9,182,58.8,176,58,154,66.2
Side By Side Charter School District,2700013,ELA,129,58.9,128,56.3,127,48,130,51.5,131,51.1,130,50
Side By Side Charter School District,2700013,Math,128,46.1,128,57.8,127,53.5,130,50.8,131,44.3,130,53.8
Simsbury School District,1280011,ELA,1930,80.4,1849,80.3,1832,82.9,1735,81.7,1807,75.3,1850,75.6
Simsbury School District,1280011,Math,1917,67.6,1838,69.3,1826,68.6,1735,70.4,1805,66.7,1848,71.5
Somers School District,1290011,ELA,665,67.5,662,61.9,644,57.5,581,61.1,570,59.8,608,62.5
Somers School District,1290011,Math,663,53.2,660,50.2,639,52.6,581,53.4,570,47.4,608,53.5
South Windsor School District,1320011,ELA,1845,76.6,1886,75,1906,74.2,1974,74.5,2261,73.9,2343,69.3
South Windsor School District,1320011,Math,1841,69.6,1884,69.7,1906,69.2,1973,70.9,2258,67.1,2327,67.8
Southington School District,1310011,ELA,3087,66.1,3035,67.2,2973,67.8,2911,68.1,2719,64.1,2768,62.8
Southington School District,1310011,Math,3083,56.8,3033,59,2973,58.2,2908,62.5,2712,58.4,2762,61.2
Sprague School District,1330011,ELA,219,52.5,193,40.4,194,49.5,181,39.2,167,34.7,173,31.8
Sprague School District,1330011,Math,219,35.2,193,30.1,194,35.1,181,26.5,166,21.7,172,25.6
Stafford School District,1340011,ELA,669,64.4,674,58.8,686,54.1,693,54.5,637,49.1,608,49.8
Stafford School District,1340011,Math,669,51,672,43.9,684,41.5,693,45.7,636,39.5,604,40.7
Stamford School District,1350011,ELA,6992,49.7,7081,48.1,7138,48.4,7250,47.8,7104,40.6,7117,37.8
Stamford School District,1350011,Math,6985,41,7068,43.9,7125,41.8,7235,42.8,7074,31.9,7094,32.4
Sterling School District,1360011,ELA,279,55.6,274,49.6,237,47.7,240,47.1,209,39.7,195,37.9
Sterling School District,1360011,Math,279,27.2,273,27.1,237,28.7,239,27.6,209,24.4,195,24.1
Stonington School District,1370011,ELA,972,71.2,947,74.7,931,74.7,896,77.1,791,73.3,756,71.4
Stonington School District,1370011,Math,972,63.1,946,65.8,930,63.4,894,66.4,789,64.8,755,68.2
Stratford School District,1380011,ELA,3205,49.6,3237,48.1,3163,48.7,3132,48.4,3050,39.8,2982,38.7
Stratford School District,1380011,Math,3200,30.2,3234,31.1,3159,32.5,3132,35.8,3041,26.3,2947,28
Suffield School District,1390011,ELA,1010,68.3,967,66,940,66.7,874,69.7,840,64.4,867,61.2
Suffield School District,1390011,Math,1006,50.2,962,52.7,933,54.3,876,60.7,843,60.9,865,60.3
The Bridge Academy District,2690013,ELA,98,17.3,90,28.9,94,33,95,32.6,101,22.8,96,32.3
The Bridge Academy District,2690013,Math,98,*,89,11.2,93,14,94,12.8,101,13.9,96,15.6
The Gilbert School District,9020022,ELA,168,46.4,165,43.6,159,39.6,150,56.7,159,39.6,136,44.1
The Gilbert School District,9020022,Math,167,27.5,164,18.3,160,20.6,148,45.3,161,24.8,135,28.9
Thomaston School District,1400011,ELA,452,52.2,432,61.3,393,59.3,396,54.3,382,51.3,383,48.3
Thomaston School District,1400011,Math,453,43.5,432,43.8,392,41.6,395,40.8,377,37.1,381,43.6
Thompson School District,1410011,ELA,476,36.1,479,44.1,475,41.9,448,39.3,448,43.8,421,38.7
Thompson School District,1410011,Math,477,26,479,30.5,474,31.4,445,30.6,446,33.6,416,35.1
Tolland School District,1420011,ELA,1206,70.7,1138,69.6,1099,68,1034,62.7,954,59.7,947,65.7
Tolland School District,1420011,Math,1204,66.4,1137,61.2,1098,58.1,1029,59,955,54.3,945,67.8
Torrington School District,1430011,ELA,1999,44.6,1987,43.2,1972,46.7,1966,44.3,1895,41.8,1836,40.7
Torrington School District,1430011,Math,1990,26.4,1984,27.3,1968,30.8,1964,31.1,1870,25.1,1827,26.5
Trailblazers Academy District,2780013,ELA,124,11.3,122,5.7,112,11.6,121,20.7,*,*,*,*
Trailblazers Academy District,2780013,Math,120,*,125,*,113,*,120,*,*,*,*,*
Trumbull School District,1440011,ELA,2964,81.8,3050,81.4,3001,81,3015,80.1,3043,73.2,3074,74.4
Trumbull School District,1440011,Math,2963,76.3,3046,77.3,3000,76.4,3010,76.5,3039,68.3,3071,71.6
Unified School District #2,3470015,ELA,30,*,24,*,30,*,35,*,*,0,22,*
Unified School District #2,3470015,Math,31,0,23,*,31,0,37,*,32,0,21,0
Union School District,1450011,ELA,49,63.3,46,63,33,63.6,29,69,33,*,37,67.6
Union School District,1450011,Math,49,59.2,46,52.2,33,48.5,29,*,33,27.3,37,*
Vernon School District,1460011,ELA,1389,44.6,1399,49.7,1401,46.8,1403,53.3,1330,51,1335,52.5
Vernon School District,1460011,Math,1387,33.1,1396,41.8,1400,41.7,1396,47.1,1317,43.1,1334,44
Voluntown School District,1470011,ELA,174,64.4,177,69.5,166,69.9,168,73.2,151,57.6,141,53.2
Voluntown School District,1470011,Math,174,56.9,177,63.8,166,61.4,168,66.7,151,55.6,141,44
Wallingford School District,1480011,ELA,2666,56.9,2600,53.2,2545,50.3,2435,53.3,2284,50.4,2265,47.9
Wallingford School District,1480011,Math,2664,46.6,2594,43.6,2514,41.8,2431,42.8,2270,38.1,2252,40.8
Waterbury School District,1510011,ELA,8394,26.9,8491,26.1,8654,26.5,8507,30.3,8176,23.5,8091,22.6
Waterbury School District,1510011,Math,8398,16,8481,17.6,8631,19.2,8491,20.2,8126,12.5,8055,14.2
Waterford School District,1520011,ELA,1213,66,1194,65.7,1149,67.9,1114,70.1,1060,60.8,1031,55.2
Waterford School District,1520011,Math,1214,50.8,1194,53.3,1150,56.6,1113,65.1,1055,53.2,1027,53
Watertown School District,1530011,ELA,1306,61.1,1269,63.2,1280,66.5,1256,64.1,1141,56.5,1181,49.4
Watertown School District,1530011,Math,1305,39.2,1265,46.5,1279,51.3,1253,52.4,1139,48.3,1180,45.7
West Hartford School District,1550011,ELA,4391,71.1,4445,71,4336,69.8,4239,70.3,3978,66.7,3997,64.1
West Hartford School District,1550011,Math,4377,57.9,4440,61.1,4325,60.9,4225,62.2,3948,58.1,3982,59.4
West Haven School District,1560011,ELA,2612,46.8,2647,45.8,2669,46.8,2717,48.5,2621,37.2,2566,38.1
West Haven School District,1560011,Math,2607,36.9,2643,39.3,2667,39.9,2706,41.8,2602,28.8,2551,33.3
Westbrook School District,1540011,ELA,322,74.2,329,73.9,321,72.6,282,73.8,248,65.7,236,61.9
Westbrook School District,1540011,Math,322,63,329,71.7,321,69.5,282,69.1,248,59.3,236,66.1
Weston School District,1570011,ELA,1085,79.3,1090,74.4,1078,79.1,1072,77.6,990,79.2,981,79.6
Weston School District,1570011,Math,1083,71.8,1087,73,1077,74.7,1068,75.1,989,74.4,981,75.8
Westport School District,1580011,ELA,2598,82.3,2559,80.7,2513,83.5,2433,83.8,2333,78.9,2379,78.3
Westport School District,1580011,Math,2593,74.4,2554,74.3,2513,81.9,2435,83.3,2331,76.1,2375,79.5
Wethersfield School District,1590011,ELA,1603,66.5,1587,65.6,1604,64.5,1604,65.3,1613,59.8,1620,58.5
Wethersfield School District,1590011,Math,1605,58.4,1584,58.9,1603,56.9,1602,58.1,1608,45.4,1616,47
Willington School District,1600011,ELA,276,57.6,274,55.5,285,64.6,278,54.7,260,43.8,259,43.6
Willington School District,1600011,Math,274,48.2,274,51.8,285,54,278,55.8,258,39.1,259,45.2
Wilton School District,1610011,ELA,1949,79.8,1854,75.9,1845,80.3,1781,81.9,1663,78.2,1634,79.2
Wilton School District,1610011,Math,1948,66.8,1852,69.1,1842,73.3,1782,74.9,1647,74.4,1629,79.1
Winchester School District,1620011,ELA,326,42,318,40.9,292,46.9,294,48.6,285,48.4,320,43.1
Winchester School District,1620011,Math,323,29.4,316,28.5,290,46.9,294,53.7,285,48.8,320,44.4
Windham School District,1630011,ELA,1564,36.3,1570,37.8,1651,34.1,1641,36.7,1536,26.2,1518,28.4
Windham School District,1630011,Math,1558,25.2,1567,27.4,1645,29.1,1634,31.7,1527,20.2,1509,23.4
Windsor Locks School District,1650011,ELA,713,48.7,683,49.2,656,53.7,676,48.8,640,48,666,45.6
Windsor Locks School District,1650011,Math,700,37.1,681,40.8,657,40.5,676,41.4,640,37.7,665,37.9
Windsor School District,1640011,ELA,1353,45.8,1363,47,1380,44.6,1367,45.9,1367,39.2,1373,40.9
Windsor School District,1640011,Math,1352,39.1,1357,42.3,1374,39.7,1359,43.7,1358,32.3,1357,34.6
Wolcott School District,1660011,ELA,1084,67.2,1018,62.3,1004,71.1,987,71.8,990,63.3,952,61.8
Wolcott School District,1660011,Math,1084,57.7,1018,58.5,1004,64,987,66.2,988,50.3,950,55.2
Woodbridge School District,1670011,ELA,417,80.1,423,76.4,468,74.4,468,80.1,487,80.5,469,81.7
Woodbridge School District,1670011,Math,416,71.2,422,71.6,464,69.6,464,74.1,487,76.6,471,80.7
Woodstock School District,1690011,ELA,565,69.9,572,62.9,572,64.7,546,60.3,513,58.9,509,58.5
Woodstock School District,1690011,Math,563,51.3,567,41.6,570,48.8,546,45.6,513,34.5,509,41.3
Booker T. Washington Academy District,2950013,ELA,*,*,31,74.2,72,63.9,133,50.4,309,24.6,270,27.4
Booker T. Washington Academy District,2950013,Math,*,*,31,*,72,*,133,46.6,309,19.4,269,21.9
Elm City Montessori School District,2910013,ELA,*,*,*,*,18,*,36,36.1,104,49,113,42.5
Elm City Montessori School District,2910013,Math,*,*,*,*,18,*,36,22.2,104,27.9,113,28.3
Stamford Charter School for Excellence District,2960013,ELA,*,*,*,*,49,81.6,102,85.3,260,77.7,297,75.4
Stamford Charter School for Excellence District,2960013,Math,*,*,*,*,49,93.9,102,*,260,76.5,297,71.7
Goodwin University Educational Services (GUES),2310018,ELA,*,*,*,*,*,*,*,*,300,28.7,377,25.7
Goodwin University Educational Services (GUES),2310018,Math,*,*,*,*,*,*,*,*,300,12,377,10.6
